YYYYMMDD,2,3,4,5,6,7,8,9,10,11,12,13,14,15
19970101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970102,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970103,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970104,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0
19970105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970106,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19970107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970109,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970113,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970114,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970118,0,0,0,0,0,0,0,0,2.5,0,0,1,0,0
19970119,7,5,5.5,11.5,5,5,5.3,8.5,0,0.2,4.7,48,0,2.3
19970120,0,0,0,5.2,0,0,20.3,0,0,13.6,0,72.4,0.3,47.1
19970121,0,0,0,0,0,0,2.6,0,0,0.4,0,3.5,0,3.3
19970122,0,0,0,0,0,0,1.3,0,0,0,0,2.5,0,0
19970123,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
19970124,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0
19970125,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970126,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970127,0.05,4,3,2.7,0.9,2,3.8,4,1,1.5,2,10.2,0.5,3.6
19970128,0,0,0,0,0,0,0.3,0,0,0,0,7.6,1,0.5
19970129,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970131,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970201,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970202,0,2,2.8,13,0,0,6.6,0,0,4.1,0.3,10,0,2.6
19970203,0,0,0,0,0,0,4.3,0,0,0,0,10,0,0.05
19970204,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970206,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970209,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05
19970210,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0
19970211,0,0,0,0,0,0,1.8,0,0,0,0,5.5,0,0
19970212,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970213,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970214,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0
19970215,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970217,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970219,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970220,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970221,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970223,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970224,0,0,0.05,0,0,0,0,0.05,0,0,0,0,0,0
19970225,0,0,0,0,0,0,0,0,0,0,0,14,0,0
19970226,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970227,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970228,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970301,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970302,0,0,0,0,0,0,0.05,0,0,0,0,12,0,2.6
19970303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970305,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970306,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.05
19970307,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
19970308,0,0,0,0,0,0,0.05,0,0,0,0,0.6,0,0
19970309,0,0,1.6,0,0,0,0.05,0,0,0,0,0.05,0,0
19970310,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0.05
19970311,0,0,0,0,0,0,0,0,0,0,0,2,0,0
19970312,0,0,0,0,0,0,0,0,0,0,0,1.2,0,0
19970313,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970314,0,0.05,0,0,0,0,0,0,0.05,0,0.05,0,0,0
19970315,0.5,4,0.05,0.05,0,2.1,0.05,0.05,0.05,0.3,4,6,0.2,0.8
19970316,0,0,0.4,0,0.05,0,0.05,0.05,0,0.9,1.5,15,2.5,13
19970317,0,0,0.05,0,0,1.2,0,0,0,0,0.05,0,1.5,0
19970318,0.3,1,0.05,0,12,15.6,0.05,18,2.6,0,0.9,6,0.05,0.05
19970319,0,0,0.05,0,0,0.2,4.3,0,0,0.05,0,51,0.8,4.9
19970320,0,0,0,0,3.3,0,0,2.8,0,0,0,1,0.9,9.9
19970321,0,0,2.2,0,0,0,0,0,0,0,0,0,0,0
19970322,0,0,6.8,3,0,0.05,1.8,0,0.6,2.2,0.05,3,0,0
19970323,0,0,0,0,0,0,0.05,0,0,0,0,3,0,1.5
19970324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970325,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970326,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0
19970327,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970328,1.5,5,4.3,6,0.05,5.5,4.1,0.05,0,11.6,8.6,15,0,5.5
19970329,0,0,0,0.3,0,0.3,23.6,0,3.4,5.8,6,33.7,0,17.4
19970330,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970331,0,0.05,4.8,0,0,0.1,0,0.05,0,0,0,0,0,0
19970401,0,0.05,4.6,4,0,3.7,9.7,0,1.2,9,1.1,0,0,37
19970402,0,0,6.3,13,0,0,15.1,0,0,13.2,0,0,0,12.9
19970403,3.7,0,11.1,6,0,0,15.4,3.6,4.4,9.7,7.6,0,0.05,3.4
19970404,5.7,0.3,3.6,15.5,0,0,30.3,0,0,13.1,2.3,0,0,29
19970405,0.05,0,0,0.05,0,0,9.1,0,0,0,0,0,0,2.8
19970406,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970407,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
19970408,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05
19970409,4.5,0.05,6.4,2.5,0,0,0.05,0,0,0.05,0.05,0,0,0.05
19970410,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
19970411,0,0,4.6,0,0,0,0,0,0,0,0,0,0,0
19970412,0,0,0,0,0,0,0.05,0,0,0,0,0,0,1
19970413,0.05,0,4,6,0,0,2.8,0,0,0.05,0,0,0,0
19970414,0,0,25.3,0,0,0,10.1,0,0,0.3,0,0,0,0.05
19970415,0,0,0,0,0,0,0.05,0,0,2,0,0,0,5.3
19970416,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0
19970417,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0
19970418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970419,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
19970420,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0
19970421,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970423,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970425,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19970427,0,0.05,7.6,0,0,0,9.9,0,0,0.05,0.05,0,0,2
19970428,0,5,0,0,0,3,1.3,0,0.4,1.7,0,0,0,4.8
19970429,0,0,0,9.2,6,0.05,1,0.05,0.05,6.6,0,0,0.05,0
19970430,0,0,0,0,0.05,0,5.8,0,0,0.05,0,0,0,0
